source_file,errors,contrast_errors,alerts,features,structure,aria,aim_score,pour_perceivable,pour_operable,pour_understandable,pour_robust,sr_critical,sr_high,sr_medium,sr_low
1-MapaDeEmpresas.html,7,0,12,106,148,238,8.5,2,7,1,4,2,0,11,0
