source_file,category,category_label,type_id,type_label,type_count,wcag_criteria,wcag_level,pour_dimensions,sr_relevance,instance_index,hidden,description,label
wave-example-1.html,alert,Alerts,region_missing,No page regions,1,1.3.1;2.4.1,A,Perceivable;Operable,critical,1,false,No page regions 1,No page regions
wave-example-1.html,alert,Alerts,link_suspicious,Suspicious link text,2,2.4.4,A,Operable,high,1,false,Suspicious link text 1,Suspicious link text
wave-example-1.html,alert,Alerts,link_suspicious,Suspicious link text,2,2.4.4,A,Operable,high,2,false,Suspicious link text 2,Suspicious link text
wave-example-1.html,feature,Features,alt_link,Linked image with alternative text,1,1.1.1,A,Perceivable,positive,1,false,Linked image with alternative text 1,Linked image with alternative text
wave-example-1.html,feature,Features,lang,Language,1,3.1.1,A,Understandable,positive,1,false,Language 1,Language
wave-example-1.html,structure,Structural Elements,h1,Heading level 1,2,1.3.1,A,Perceivable,positive,1,false,Heading level 1 1,Heading level 1
wave-example-1.html,structure,Structural Elements,h1,Heading level 1,2,1.3.1,A,Perceivable,positive,2,false,Heading level 1 2,Heading level 1
wave-example-1.html,structure,Structural Elements,h2,Heading level 2,2,1.3.1,A,Perceivable,positive,1,false,Heading level 2 1,Heading level 2
wave-example-1.html,structure,Structural Elements,h2,Heading level 2,2,1.3.1,A,Perceivable,positive,2,false,Heading level 2 2,Heading level 2
wave-example-1.html,structure,Structural Elements,ul,Unordered list,6,1.3.1,A,Perceivable,positive,1,false,Unordered list 1,Unordered list
wave-example-1.html,structure,Structural Elements,ul,Unordered list,6,1.3.1,A,Perceivable,positive,2,false,Unordered list 2,Unordered list
wave-example-1.html,structure,Structural Elements,ul,Unordered list,6,1.3.1,A,Perceivable,positive,3,false,Unordered list 3,Unordered list
wave-example-1.html,structure,Structural Elements,ul,Unordered list,6,1.3.1,A,Perceivable,positive,4,false,Unordered list 4,Unordered list
wave-example-1.html,structure,Structural Elements,ul,Unordered list,6,1.3.1,A,Perceivable,positive,5,false,Unordered list 5,Unordered list
