source_file,errors,contrast_errors,alerts,features,structure,aria,aim_score,pour_perceivable,pour_operable,pour_understandable,pour_robust,sr_critical,sr_high,sr_medium,sr_low
wave-example-1.html,0,0,3,2,10,0,9.9,1,3,0,0,1,2,0,0
wave-example-2.html,0,0,9,19,56,61,9.8,1,8,1,0,0,0,9,0
